Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
54,131891,333697,642,90,19,2.414223245581072,24,0.38912402842894256,Bachelors,Full-time,Single,No,No,Home,Yes,1
53,98310,213978,605,529,2,25.468134988597466,60,0.4039462432715201,Bachelors,Unemployed,Married,No,Yes,Auto,No,0
52,146691,357932,841,191,3,13.70327820125613,12,0.14112952834230894,PhD,Part-time,Divorced,No,Yes,Other,No,0
36,49707,63812,836,551,11,10.929458575579929,360,0.6501863234437435,Masters,Unemployed,Married,Yes,No,Business,Yes,0
37,96537,271143,411,241,6,16.847814469735916,240,0.4334082559528123,Bachelors,Unemployed,Divorced,Yes,No,Auto,No,1
74,106155,285580,710,137,14,3.649244038983119,60,0.10486388936376248,High School,Full-time,Divorced,Yes,No,Auto,Yes,1
35,15281,306107,505,344,19,22.942749931219566,120,0.6129256812662224,High School,Self-employed,Married,No,Yes,Education,Yes,1
64,147130,134168,484,179,16,17.89061722976058,36,0.7459551827018807,Bachelors,Part-time,Married,Yes,Yes,Auto,Yes,1
58,91260,245809,681,502,7,6.411112809321859,60,0.7578455193895697,Masters,Full-time,Single,No,Yes,Other,No,1
66,79178,419495,795,202,8,6.458733793302322,360,0.2952141859289382,Masters,Part-time,Single,Yes,No,Business,Yes,0
31,48997,253164,678,572,19,6.343210895607553,360,0.10841349884860324,PhD,Unemployed,Married,No,Yes,Education,Yes,0
32,134273,372043,346,191,16,2.6530692390060855,24,0.41471970130645214,PhD,Part-time,Married,Yes,Yes,Home,Yes,0
48,147311,246317,827,4,7,18.04615503177886,24,0.09008738347937656,Bachelors,Part-time,Married,Yes,Yes,Home,Yes,0
18,141945,289345,803,236,9,25.370097150066734,60,0.7471899348100939,PhD,Self-employed,Married,No,No,Business,No,0
70,60272,151787,321,310,13,1.5074482056342693,36,0.1468637018841168,PhD,Full-time,Divorced,Yes,Yes,Home,No,1
71,104393,161381,512,548,1,2.421134704166933,60,0.20221268796093128,PhD,Part-time,Married,Yes,Yes,Other,No,0
71,76212,147150,609,55,8,17.61033802392143,36,0.32530922150797636,High School,Part-time,Married,No,No,Auto,No,0
20,135030,450830,571,442,4,24.76537487619552,36,0.30653157484730065,PhD,Unemployed,Married,Yes,No,Business,Yes,0
33,71503,6105,501,236,3,10.475427826490375,360,0.6357303139183113,Bachelors,Unemployed,Married,Yes,No,Education,Yes,0
40,21570,380810,331,196,3,11.138817565423942,360,0.3650534564407699,Masters,Part-time,Divorced,No,Yes,Auto,Yes,0
74,83785,357992,742,584,13,18.2940484274065,360,0.13661460800266953,PhD,Full-time,Single,No,Yes,Home,Yes,0
28,24110,265983,461,570,8,8.952173784600262,120,0.21376791638885928,Masters,Part-time,Single,No,Yes,Home,Yes,0
29,94141,69920,553,513,7,1.7716426162528398,360,0.40729070815001767,PhD,Part-time,Single,No,No,Education,Yes,0
27,27115,306763,820,448,1,22.321627024946284,240,0.11796313394090792,Bachelors,Self-employed,Single,No,Yes,Other,No,0
49,54062,43821,779,359,16,19.14384747530214,24,0.4893245405168113,High School,Full-time,Single,Yes,No,Education,Yes,0
33,37911,126736,309,29,6,17.841923972614115,24,0.45259784524091673,Bachelors,Self-employed,Divorced,No,No,Business,Yes,0
25,119061,407709,804,107,7,22.50883974076287,36,0.5717618531058062,High School,Full-time,Single,No,Yes,Education,Yes,0
55,47556,18069,735,444,12,20.581694289299087,24,0.7501636923034942,PhD,Full-time,Divorced,Yes,Yes,Home,No,0
29,143335,8531,410,437,9,6.970577657171313,12,0.7298036488809245,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,0
41,16969,431267,452,456,11,11.221950361357184,36,0.7568604944550651,High School,Self-employed,Single,Yes,No,Other,Yes,1
45,58753,139808,401,494,10,4.657194108680125,24,0.19577247761896077,Bachelors,Self-employed,Single,Yes,No,Education,Yes,0
70,136863,139782,490,246,1,4.76585338911855,12,0.1052522453114837,Bachelors,Self-employed,Single,Yes,Yes,Business,No,0
25,25225,68155,380,542,18,20.609676644339636,120,0.24182136039715882,High School,Unemployed,Married,No,No,Home,Yes,0
75,138008,408191,788,563,4,25.89940310249245,24,0.7160681382130517,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
45,120823,63424,387,587,5,28.919244931973033,12,0.7776427796987906,High School,Unemployed,Single,No,Yes,Other,No,0
53,28669,308747,493,438,9,19.222066408933888,60,0.6874599608563808,PhD,Unemployed,Married,Yes,Yes,Education,Yes,0
43,139398,417468,403,277,17,6.338938377467752,240,0.08801417690203489,High School,Unemployed,Divorced,No,No,Business,No,0
25,125677,475013,395,551,3,4.063860018018991,60,0.7579423984478346,PhD,Part-time,Married,Yes,No,Business,Yes,0
75,63320,133503,722,110,16,24.572678174565976,12,0.3386864218806288,High School,Part-time,Married,No,Yes,Home,No,0
77,140354,206675,497,384,5,17.78393781443998,36,0.007448232609882944,Masters,Part-time,Single,No,Yes,Other,Yes,0
67,103009,169553,300,190,16,18.930265609397875,360,0.3539149925985549,PhD,Unemployed,Divorced,No,No,Home,Yes,0
45,43625,355717,706,489,3,23.66240057388657,360,0.03685533574037408,Bachelors,Unemployed,Married,No,Yes,Auto,No,1
45,39089,141629,677,425,15,21.395039604241095,360,0.43510233692889405,High School,Full-time,Divorced,No,No,Auto,Yes,0
54,51487,469187,466,404,3,25.1992893328268,36,0.27084322194964106,Bachelors,Unemployed,Single,No,Yes,Auto,Yes,0
58,125448,366446,808,334,14,2.6302032583364756,24,0.37874794687523905,High School,Part-time,Divorced,No,No,Business,No,0
53,65138,132234,612,208,16,22.678098465648638,360,0.49053628859449366,Bachelors,Unemployed,Married,No,Yes,Other,Yes,1
44,69061,428958,717,21,17,25.674729962340766,60,0.6950408766542563,Bachelors,Unemployed,Married,No,No,Home,No,0
71,116376,20675,776,207,18,9.297916231291115,36,0.529521261177543,High School,Full-time,Divorced,No,Yes,Home,Yes,0
34,94134,74997,372,7,18,19.572970945804332,36,0.34723909478254456,High School,Unemployed,Married,Yes,No,Auto,No,0
26,62055,149087,440,528,14,10.11069985127219,360,0.6555422829362921,Bachelors,Self-employed,Married,No,No,Other,Yes,0
50,34508,444273,561,165,18,28.781160927991166,60,0.7244657100585058,Bachelors,Full-time,Married,No,No,Other,Yes,0
70,125169,426807,639,495,15,1.969283600629609,120,0.09580797314575779,Bachelors,Unemployed,Single,Yes,No,Education,No,0
37,23125,487799,607,589,15,17.813992471155697,36,0.42554638204223316,PhD,Unemployed,Single,No,Yes,Other,Yes,0
30,51059,232390,544,428,6,5.828602864435938,360,0.22760956779395533,PhD,Full-time,Married,No,No,Other,No,0
45,118409,141905,814,162,15,21.654385950137602,240,0.03764895830155793,Masters,Unemployed,Divorced,Yes,No,Home,No,0
65,20704,271040,636,365,18,6.100818219141201,12,0.5348373560911883,PhD,Part-time,Single,Yes,Yes,Other,No,0
46,126279,427188,375,525,4,7.82611459505237,24,0.6902166219673805,PhD,Self-employed,Divorced,No,No,Other,Yes,0
30,133516,312877,474,238,8,15.336753520326985,36,0.13032212358191525,High School,Self-employed,Married,Yes,Yes,Home,Yes,0
63,129044,252435,408,71,15,27.530213549909465,240,0.6499309260991204,Masters,Part-time,Married,No,No,Other,Yes,1
52,44165,42800,482,444,3,7.139716792291154,240,0.6827165868295534,Masters,Unemployed,Divorced,No,No,Home,No,0
78,82203,97044,491,508,15,5.182960612425002,36,0.7314723541331869,PhD,Unemployed,Single,No,No,Education,No,1
23,19114,268491,364,268,13,23.01032812376689,120,0.21222807126884194,High School,Self-employed,Divorced,Yes,No,Business,No,0
35,51321,191135,773,414,9,15.517966437683999,12,0.7231624521519114,High School,Unemployed,Divorced,No,No,Home,Yes,0
68,88297,490066,399,244,2,27.44176825907137,24,0.2565302037891458,Masters,Self-employed,Married,No,No,Home,No,0
22,111652,134715,843,59,8,5.251822157635426,36,0.44187041076440225,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
64,114304,303929,427,5,17,19.73190889766814,24,0.04040597666582571,Bachelors,Part-time,Divorced,No,Yes,Home,Yes,0
42,32772,281825,751,569,13,7.753495238402636,60,0.035104870694994884,PhD,Self-employed,Single,No,No,Auto,Yes,0
19,118754,444242,668,406,1,5.546052430897539,240,0.5762985701857624,Bachelors,Unemployed,Married,No,No,Auto,Yes,0
27,18712,367008,342,216,2,20.819453039560845,240,0.3555839823822329,Masters,Unemployed,Single,No,Yes,Education,Yes,0
73,147439,410108,718,25,15,18.216853977353264,36,0.20503390029537405,Masters,Full-time,Married,No,Yes,Home,Yes,0
47,130142,310443,787,4,12,22.889996292507604,36,0.15233079681992817,High School,Unemployed,Single,No,No,Other,Yes,0
67,106736,18073,377,531,14,9.974414716939288,60,0.5359627926873745,High School,Full-time,Divorced,Yes,No,Other,Yes,0
76,66924,365448,569,389,2,13.991178035083509,120,0.0003212352202718982,Masters,Self-employed,Married,No,No,Business,No,0
62,18726,31682,614,570,18,12.758678613582136,36,0.6447129353574834,Masters,Unemployed,Divorced,No,No,Education,Yes,1
22,104152,229870,467,447,7,29.53859445502891,240,0.06339968490394306,Bachelors,Part-time,Married,Yes,No,Other,Yes,0
72,42723,228966,638,145,6,9.47521974544225,24,0.15319169192649557,Bachelors,Part-time,Single,No,No,Business,No,0
73,141969,387446,492,387,14,9.549699912056239,12,0.3089891162392717,High School,Part-time,Single,No,Yes,Other,No,1
50,115494,408505,752,248,8,11.281898056029615,360,0.3878869917728829,Bachelors,Self-employed,Married,Yes,No,Business,No,0
71,50643,116359,582,525,2,17.373228357419325,24,0.2839960926511535,High School,Self-employed,Married,Yes,No,Auto,No,0
18,118896,402143,635,461,17,8.317359583648612,120,0.2565697319874351,High School,Full-time,Married,Yes,Yes,Auto,Yes,1
35,108680,442546,689,12,5,27.543408270998942,12,0.7711328096585508,PhD,Part-time,Single,Yes,Yes,Other,No,0
49,111546,67707,824,383,14,8.704881381121641,24,0.5132637449947154,High School,Full-time,Married,Yes,Yes,Education,No,0
64,94973,252351,539,555,3,26.978656215245646,24,0.018746364293910567,Bachelors,Full-time,Married,Yes,Yes,Home,No,0
66,78449,471670,782,398,5,4.000776845750955,60,0.3441407267554506,Masters,Unemployed,Divorced,Yes,No,Education,No,0
